Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2018-4-5,"Chicken Thigh, Skin Eaten","2.00 medium",391.96,0.00,0.00,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0.00,0.00,8.20,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.60,388.68,28.37,157.44,4.35,0.00,0.00,0.00,0.00,0.00,21.58,147.60,7.92,0.40,4.46,5.00,5.90,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
2018-4-5,"Lamb Roast, Leg, Visible Fat Eaten","1.02 cup",580.00,0.00,0.00,150.33,0.23,0.58,15.40,1.65,0.38,5.40,55.00,0.00,0.00,60.00,0.38,11.50,52.50,0.32,4.43,57.50,0.07,487.50,787.50,67.25,202.50,11.18,0.00,0.00,0.00,0.00,0.00,33.28,220.00,14.58,0.17,2.00,2.18,11.90,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.40,2.80,0.77,2.20,3.53
2018-4-5,"Loaded Cauliflower","190.00 g",300.53,0.00,0.00,142.33,0.10,0.26,1.07,1.09,0.27,0.44,77.45,826.20,56.88,8.72,0.68,23.06,263.77,0.07,0.62,30.29,0.20,224.08,433.68,12.21,370.36,1.61,8.27,2.37,0.52,3.40,5.90,25.76,72.94,6.66,0.13,1.09,1.26,14.58,0.88,0.08,0.31,0.55,0.90,0.76,0.24,0.49,11.07,0.50,0.21,0.48,0.69
2018-4-5,"Broccoli, Cooked from Frozen","3.00 FDA Serving Size",71.40,0.00,0.00,231.34,0.14,0.21,1.17,0.70,0.33,0.00,142.80,2578.05,102.26,0.00,2.88,224.65,84.15,0.09,1.56,33.15,0.57,124.95,362.10,1.79,28.05,0.71,13.64,7.65,1.73,3.75,5.99,0.31,0.00,0.02,0.11,0.03,0.14,0.05,0.00,0.06,0.14,0.31,0.37,0.40,0.09,0.24,7.90,0.26,0.08,0.18,0.36
2018-4-5,"Earthbound Farm, Organic Garlic Clove, Fresh","3.00 Each",15.00,0.00,,,,,,,,,,0.00,3.60,,,,0.00,,0.00,,,,,,0.00,,3.00,0.00,,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,,,
2018-4-5,"Almonds, Dry Roasted, Salted","0.94 FDA Serving Size",169.53,0.00,0.00,0.68,0.02,0.34,1.03,0.09,0.04,0.00,15.59,0.28,0.00,0.00,6.78,0.00,75.98,0.31,1.06,79.10,0.63,133.53,202.13,0.57,141.18,0.94,5.96,3.09,0.21,1.38,2.87,14.89,0.00,9.38,0.00,3.67,3.67,1.16,0.00,0.06,0.15,0.21,0.41,0.16,0.04,0.32,5.94,0.17,0.06,0.13,0.24
2018-4-6,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-6,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-6,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-6,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-6,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-6,"Lamb Roast, Leg, Visible Fat Eaten","1.02 cup",580.00,0.00,0.00,150.33,0.23,0.58,15.40,1.65,0.38,5.40,55.00,0.00,0.00,60.00,0.38,11.50,52.50,0.32,4.43,57.50,0.07,487.50,787.50,67.25,202.50,11.18,0.00,0.00,0.00,0.00,0.00,33.28,220.00,14.58,0.17,2.00,2.18,11.90,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.40,2.80,0.77,2.20,3.53
2018-4-6,"Lamb Roast, Leg, Visible Fat Eaten","1.02 cup",580.00,0.00,0.00,150.33,0.23,0.58,15.40,1.65,0.38,5.40,55.00,0.00,0.00,60.00,0.38,11.50,52.50,0.32,4.43,57.50,0.07,487.50,787.50,67.25,202.50,11.18,0.00,0.00,0.00,0.00,0.00,33.28,220.00,14.58,0.17,2.00,2.18,11.90,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.40,2.80,0.77,2.20,3.53
2018-4-6,"Almonds, Dry Roasted, Salted","0.94 FDA Serving Size",169.53,0.00,0.00,0.68,0.02,0.34,1.03,0.09,0.04,0.00,15.59,0.28,0.00,0.00,6.78,0.00,75.98,0.31,1.06,79.10,0.63,133.53,202.13,0.57,141.18,0.94,5.96,3.09,0.21,1.38,2.87,14.89,0.00,9.38,0.00,3.67,3.67,1.16,0.00,0.06,0.15,0.21,0.41,0.16,0.04,0.32,5.94,0.17,0.06,0.13,0.24
2018-4-6,"Cauliflower, Raw","1.00 medium - head - 5"" to 6"" diameter",147.00,0.00,0.00,541.37,0.29,0.35,2.98,3.92,1.08,0.00,335.16,0.00,283.42,0.00,0.47,91.14,129.36,0.23,2.47,88.20,0.91,258.72,1758.12,3.53,176.40,1.59,29.22,11.76,2.12,11.23,17.46,1.65,0.00,0.20,0.09,0.09,0.18,0.76,0.00,0.12,0.33,0.42,0.62,1.28,0.12,0.38,11.29,0.45,0.12,0.30,0.74
2018-4-6,"Loaded Cauliflower","200.00 g",316.35,0.00,0.00,149.82,0.10,0.27,1.13,1.15,0.29,0.46,81.52,869.68,59.88,9.18,0.72,24.27,277.66,0.07,0.66,31.89,0.21,235.87,456.51,12.85,389.85,1.69,8.70,2.49,0.55,3.57,6.21,27.11,76.78,7.02,0.13,1.15,1.33,15.35,0.93,0.09,0.33,0.58,0.95,0.80,0.26,0.52,11.66,0.52,0.22,0.51,0.72
2018-4-6,"Bigs, Sunflower Seeds, Frank's Red Hot Buffalo Wing","3.00 x 0.75 cup",510.30,,,,,,,,,,,299.70,0.00,,,,119.70,,5.40,,,,,,690.30,,21.00,9.00,,3.00,12.00,42.00,0.00,,,,,4.50,0.00,,,,,,,,21.00,,,,
2018-4-6,"Sincerely, Brigitte, Garlic Basil Cheese","22.00 g",86.43,,,,,,,,,,,235.71,0.00,,,,235.71,,0.00,,,,,,133.57,,0.79,0.00,,0.00,0.79,6.29,23.57,,,,,3.93,0.00,,,,,,,,7.07,,,,
2018-4-7,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-7,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-7,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-7,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-7,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-7,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-7,"Sincerely, Brigitte, Garlic Basil Cheese","35.00 g",137.50,,,,,,,,,,,375.00,0.00,,,,375.00,,0.00,,,,,,212.50,,1.25,0.00,,0.00,1.25,10.00,37.50,,,,,6.25,0.00,,,,,,,,11.25,,,,
2018-4-7,"Eggs, Cooked","4.00 large",310.00,0.00,0.00,149.24,0.13,1.03,0.13,2.80,0.24,2.22,88.00,1040.00,0.00,174.00,2.06,0.60,100.00,0.03,2.38,20.00,0.05,344.00,252.00,61.60,248.00,2.10,2.24,0.00,0.00,2.24,2.24,21.22,746.00,8.15,0.14,2.67,2.83,6.53,0.00,0.58,0.60,1.37,2.15,1.81,0.78,1.34,25.16,1.21,0.31,1.03,1.53
2018-4-7,"Falls Brand, Thick Sliced Bacon","3.00 x 2.0 Slices (Pan Fried)",240.00,,,,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,780.00,,3.00,0.00,,0.00,3.00,24.00,30.00,,,,,4.50,0.00,,,,,,,,3.00,,,,
2018-4-7,"Chicken Thigh, Skin Eaten","2.00 medium",391.96,0.00,0.00,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0.00,0.00,8.20,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.60,388.68,28.37,157.44,4.35,0.00,0.00,0.00,0.00,0.00,21.58,147.60,7.92,0.40,4.46,5.00,5.90,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
2018-4-7,"Radish, Raw","2.45 cup",72.57,0.00,0.00,432.14,0.05,0.18,1.15,0.75,0.32,0.00,113.40,31.75,67.13,0.00,0.00,6.35,113.40,0.23,1.54,45.36,0.31,90.72,1056.87,2.72,176.90,1.27,15.42,7.26,0.00,8.44,8.16,0.45,0.00,0.08,0.14,0.08,0.22,0.15,0.00,0.05,0.06,0.09,0.14,0.15,0.05,0.16,3.08,0.10,0.04,0.04,0.16
2018-4-7,"Portabella Mushrooms, Raw","2.70 each",49.90,0.00,0.00,210.51,0.13,0.29,10.19,2.59,0.34,0.11,63.50,0.00,0.00,22.68,0.05,0.00,6.80,0.65,0.70,24.95,0.16,244.94,825.54,42.18,20.41,1.20,8.78,2.95,1.13,5.67,5.83,0.79,0.00,0.05,0.00,0.27,0.27,0.14,0.00,0.02,0.13,0.19,0.29,0.28,0.07,0.17,4.79,0.23,0.08,0.03,0.17
2018-4-7,"Zucchini, Raw","1.15 medium",38.25,0.00,0.00,213.28,0.10,0.21,1.01,0.46,0.37,0.00,54.00,450.00,40.28,0.00,0.27,9.68,36.00,0.12,0.83,40.50,0.40,85.50,587.25,0.45,18.00,0.72,7.00,2.25,0.00,5.63,4.75,0.72,0.00,0.02,0.14,0.07,0.20,0.19,0.00,0.03,0.06,0.10,0.16,0.15,0.04,0.10,2.72,0.07,0.02,0.07,0.12
2018-4-7,"Yellow Bell Pepper, Raw","0.95 medium - 2 1/2"" diameter x 2 3/4""",30.62,0.00,0.00,104.35,0.03,0.03,1.01,0.19,0.19,0.00,29.48,350.40,208.09,0.00,0.42,2.68,12.47,0.12,0.52,13.61,0.13,27.22,240.40,0.34,2.27,0.19,7.17,1.02,0.00,5.93,6.15,0.24,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.02,0.04,0.06,0.05,0.01,0.04,1.13,0.04,0.01,0.02,0.05
2018-4-8,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-8,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-8,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-8,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-8,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-8,"Yellow Bell Pepper, Raw","0.74 small",14.85,0.00,0.00,50.61,0.02,0.01,0.49,0.09,0.09,0.00,14.30,169.95,100.92,0.00,0.20,1.30,6.05,0.06,0.25,6.60,0.06,13.20,116.60,0.16,1.10,0.09,3.48,0.50,0.00,2.88,2.98,0.12,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.55,0.02,0.01,0.01,0.02
2018-4-8,"Giorgio, Fresh 'n Clean, Sliced Mushrooms","227.00 g",54.48,,,,,0.91,,,,,,0.00,0.00,43.13,,,0.00,,0.95,,,,,18.16,93.07,,5.33,2.72,,2.68,2.61,0.00,0.00,,,,,0.00,0.00,,,,,,,,5.33,,,,
2018-4-8,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2018-4-8,"Zucchini, Raw","1.23 large",67.47,0.00,0.00,376.22,0.18,0.37,1.79,0.81,0.65,0.00,95.25,793.79,71.04,0.00,0.48,17.07,63.50,0.21,1.47,71.44,0.70,150.82,1035.89,0.79,31.75,1.27,12.34,3.97,0.00,9.92,8.37,1.27,0.00,0.04,0.24,0.12,0.36,0.33,0.00,0.05,0.10,0.17,0.28,0.27,0.07,0.17,4.80,0.12,0.04,0.13,0.21
2018-4-8,"Beef Steak, Sirloin, No Visible Fat Eaten","2.31 cup",907.18,0.00,0.00,366.05,0.44,1.64,44.96,2.49,4.42,11.45,28.35,79.38,0.00,5.67,1.59,10.77,90.72,0.33,16.33,85.05,0.03,1530.87,2177.24,154.22,379.88,25.74,0.00,0.00,0.00,0.00,0.00,25.46,436.58,10.87,0.11,1.49,1.71,9.47,1.21,1.79,6.56,8.15,15.09,16.77,4.74,7.02,169.53,8.25,1.96,6.53,8.75
2018-4-8,"Walnuts","0.94 Serving (6 tbsp, ground)",185.41,0.00,0.00,1.15,0.10,0.04,0.32,0.16,0.15,0.00,27.78,5.67,0.37,0.00,0.20,0.77,27.78,0.45,0.82,44.79,0.97,98.09,125.02,1.39,0.57,0.88,3.89,1.90,0.02,0.74,1.99,18.49,0.00,2.53,2.57,10.80,13.37,1.74,0.00,0.06,0.11,0.18,0.33,0.12,0.07,0.20,4.32,0.17,0.05,0.12,0.21
2018-4-8,"Almonds, Dry Roasted, Salted","1.00 FDA Serving Size",179.40,0.00,0.00,0.72,0.02,0.36,1.09,0.10,0.04,0.00,16.50,0.30,0.00,0.00,7.17,0.00,80.40,0.33,1.12,83.70,0.67,141.30,213.90,0.60,149.40,0.99,6.30,3.27,0.22,1.46,3.03,15.76,0.00,9.92,0.00,3.88,3.89,1.23,0.00,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
2018-4-8,"Sincerely, Brigitte, Garlic Basil Cheese","52.00 g",204.29,,,,,,,,,,,557.14,0.00,,,,557.14,,0.00,,,,,,315.71,,1.86,0.00,,0.00,1.86,14.86,55.71,,,,,9.29,0.00,,,,,,,,16.71,,,,
2018-4-8,"Bacon, Pork","6.00 slice - 6"" long",224.64,0.00,0.00,11.35,0.27,0.11,5.02,0.53,0.26,0.52,0.00,17.76,0.00,8.16,0.20,0.00,5.28,0.05,0.46,14.88,0.01,186.24,239.52,24.34,808.32,1.47,0.82,0.00,0.00,0.43,0.82,16.84,47.52,7.45,0.13,2.64,2.93,5.74,0.07,0.18,0.67,0.78,1.35,1.46,0.45,0.68,16.28,0.72,0.20,0.65,0.83
2018-4-8,"Chicken Breast, Skin Removed Before Cooking","1.26 large - split",294.27,0.00,0.00,110.15,0.11,0.20,21.13,1.65,1.02,0.58,6.80,49.33,0.00,8.50,0.46,0.51,25.51,0.09,1.80,45.93,0.03,367.41,420.14,41.50,130.97,2.09,0.00,0.00,0.00,0.00,0.00,7.67,144.58,2.62,0.17,1.39,1.67,2.16,0.15,0.67,1.63,2.78,3.94,4.47,1.45,2.09,52.58,2.22,0.61,1.77,2.61
2018-4-9,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-9,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-9,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-9,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-9,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-9,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-9,"Coconut Oil","1.00 tbsp",121.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.14,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.86,0.00,0.23,0.23,11.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-4-9,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-4-9,"Chicken Thigh, Skin Eaten","2.00 small",358.50,0.00,0.00,88.13,0.10,0.33,10.60,1.69,0.51,0.45,10.50,0.00,0.00,7.50,0.72,3.60,36.00,0.12,2.09,33.00,0.03,247.50,355.50,25.95,144.00,3.97,0.00,0.00,0.00,0.00,0.00,19.74,135.00,7.25,0.36,4.08,4.57,5.40,0.43,0.54,1.31,2.23,3.17,3.59,1.17,1.68,42.29,1.79,0.49,1.43,2.10
2018-4-9,"Chicken Breast, Skin Removed Before Cooking","0.97 large - split",226.63,0.00,0.00,84.84,0.09,0.15,16.27,1.27,0.79,0.45,5.24,37.99,0.00,6.55,0.35,0.39,19.65,0.07,1.39,35.37,0.02,282.96,323.57,31.96,100.87,1.61,0.00,0.00,0.00,0.00,0.00,5.91,111.35,2.02,0.13,1.07,1.28,1.66,0.12,0.52,1.26,2.14,3.04,3.44,1.12,1.61,40.49,1.71,0.47,1.37,2.01
2018-4-9,"Broccoli, Cooked From Fresh","1.07 large - stalk - 11"" to 12"" long",105.00,0.00,0.00,267.75,0.19,0.37,1.66,1.85,0.60,0.00,324.00,4644.00,194.70,0.00,6.06,423.00,120.00,0.18,2.01,63.00,0.58,201.00,879.00,4.80,123.00,1.35,21.54,9.90,0.00,4.17,11.64,1.23,0.00,0.12,0.36,0.15,0.51,0.24,0.00,0.09,0.19,0.28,0.44,0.46,0.13,0.35,7.14,0.29,0.10,0.18,0.41
2018-4-9,"Yellow Bell Pepper, Raw","0.92 large - 3"" diameter x 3 3/4""",46.44,0.00,0.00,158.27,0.05,0.04,1.53,0.29,0.29,0.00,44.72,531.48,315.62,0.00,0.64,4.06,18.92,0.18,0.79,20.64,0.20,41.28,364.64,0.52,3.44,0.29,10.87,1.55,0.00,9.00,9.32,0.36,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.03,0.06,0.09,0.08,0.02,0.05,1.72,0.06,0.02,0.04,0.07
2018-4-9,"Zucchini, Raw","1.13 medium",37.74,0.00,0.00,210.43,0.10,0.21,1.00,0.45,0.36,0.00,53.28,444.00,39.74,0.00,0.27,9.55,35.52,0.12,0.82,39.96,0.39,84.36,579.42,0.44,17.76,0.71,6.90,2.22,0.00,5.55,4.68,0.71,0.00,0.02,0.14,0.07,0.20,0.19,0.00,0.03,0.06,0.10,0.16,0.15,0.04,0.10,2.69,0.06,0.02,0.07,0.12
2018-4-9,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2018-4-9,"Almonds, Dry Roasted, Salted","6.00 each",46.25,0.00,0.00,0.19,0.01,0.09,0.28,0.02,0.01,0.00,4.25,0.08,0.00,0.00,1.85,0.00,20.73,0.08,0.29,21.58,0.17,36.43,55.14,0.15,38.52,0.26,1.62,0.84,0.06,0.38,0.78,4.06,0.00,2.56,0.00,1.00,1.00,0.32,0.00,0.02,0.04,0.06,0.11,0.04,0.01,0.09,1.62,0.05,0.02,0.03,0.07
2018-4-10,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-10,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-10,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-10,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-10,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-10,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-10,"Almonds, Dry Roasted, Salted","1.00 FDA Serving Size",179.40,0.00,0.00,0.72,0.02,0.36,1.09,0.10,0.04,0.00,16.50,0.30,0.00,0.00,7.17,0.00,80.40,0.33,1.12,83.70,0.67,141.30,213.90,0.60,149.40,0.99,6.30,3.27,0.22,1.46,3.03,15.76,0.00,9.92,0.00,3.88,3.89,1.23,0.00,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
2018-4-10,"Chicken Thigh, Skin Eaten","2.00 medium",391.96,0.00,0.00,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0.00,0.00,8.20,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.60,388.68,28.37,157.44,4.35,0.00,0.00,0.00,0.00,0.00,21.58,147.60,7.92,0.40,4.46,5.00,5.90,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
2018-4-10,"Appleton Farms, Premium Sliced Bacon","2.00 Serving",160.14,,,,,,,,,,,,,,,,,,0.72,,,,,,620.16,,0.00,,,,0.00,14.00,40.12,,,,,5.00,,,,,,,,,10.00,,,,
2018-4-10,"Eggs, Cooked","4.00 large",310.00,0.00,0.00,149.24,0.13,1.03,0.13,2.80,0.24,2.22,88.00,1040.00,0.00,174.00,2.06,0.60,100.00,0.03,2.38,20.00,0.05,344.00,252.00,61.60,248.00,2.10,2.24,0.00,0.00,2.24,2.24,21.22,746.00,8.15,0.14,2.67,2.83,6.53,0.00,0.58,0.60,1.37,2.15,1.81,0.78,1.34,25.16,1.21,0.31,1.03,1.53
2018-4-10,"Almonds, Dry Roasted, Salted","0.86 tbsp, chopped",41.86,0.00,0.00,0.17,0.01,0.08,0.25,0.02,0.01,0.00,3.85,0.07,0.00,0.00,1.67,0.00,18.76,0.08,0.26,19.53,0.16,32.97,49.91,0.14,34.86,0.23,1.47,0.76,0.05,0.34,0.71,3.68,0.00,2.32,0.00,0.91,0.91,0.29,0.00,0.01,0.04,0.05,0.10,0.04,0.01,0.08,1.47,0.04,0.01,0.03,0.06
2018-4-10,"Walnuts","0.83 Serving (6 tbsp, ground)",163.50,0.00,0.00,1.02,0.09,0.04,0.28,0.14,0.13,0.00,24.50,5.00,0.33,0.00,0.18,0.68,24.50,0.40,0.73,39.50,0.85,86.50,110.25,1.23,0.50,0.77,3.43,1.67,0.02,0.65,1.75,16.30,0.00,2.23,2.27,9.52,11.79,1.53,0.00,0.05,0.10,0.16,0.29,0.11,0.06,0.18,3.81,0.15,0.04,0.10,0.19
