Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Daily Total Cals,Cals/100,Weight
4/10/2018,Walnuts,"0.83 Serving (6 tbsp, ground)",163.5,0,0,1.02,0.09,0.04,0.28,0.14,0.13,0,24.5,5,0.33,0,0.18,0.68,24.5,0.4,0.73,39.5,0.85,86.5,110.25,1.23,0.5,0.77,3.43,1.67,0.02,0.65,1.75,16.3,0,2.23,2.27,9.52,11.79,1.53,0,0.05,0.1,0.16,0.29,0.11,0.06,0.18,3.81,0.15,0.04,0.1,0.19,1850.28,185.028,171.257
4/10/2018,"Zucchini, Raw",0.77 large,42.33,0,0,236.03,0.11,0.23,1.12,0.51,0.41,0,59.76,498,44.57,0,0.3,10.71,39.84,0.13,0.92,44.82,0.44,94.62,649.89,0.5,19.92,0.8,7.74,2.49,0,6.23,5.25,0.8,0,0.03,0.15,0.07,0.23,0.21,0,0.03,0.06,0.11,0.18,0.17,0.04,0.11,3.01,0.07,0.02,0.08,0.13,1850.28,185.028,171.257
4/10/2018,"Broccoli, Cooked From Fresh","1.47 large - stalk - 11"" to 12"" long",143.85,0,0,366.82,0.26,0.51,2.27,2.53,0.82,0,443.88,6362.28,266.74,0,8.3,579.51,164.4,0.25,2.75,86.31,0.8,275.37,1204.23,6.58,168.51,1.85,29.51,13.56,0,5.71,15.95,1.69,0,0.16,0.49,0.21,0.7,0.32,0,0.13,0.26,0.38,0.6,0.64,0.18,0.48,9.78,0.39,0.14,0.25,0.57,1850.28,185.028,171.257
4/10/2018,"Zucchini, Raw",0.94 cup,23.8,0,0,132.71,0.06,0.13,0.63,0.29,0.23,0,33.6,280,25.06,0,0.17,6.02,22.4,0.07,0.52,25.2,0.25,53.2,365.4,0.28,11.2,0.45,4.35,1.4,0,3.5,2.95,0.45,0,0.02,0.09,0.04,0.13,0.12,0,0.02,0.04,0.06,0.1,0.09,0.03,0.06,1.69,0.04,0.01,0.04,0.08,1850.28,185.028,171.257
4/11/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2141.61,214.161,168.504
4/11/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2141.61,214.161,168.504
4/11/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.61,214.161,168.504
4/11/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.61,214.161,168.504
4/11/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.61,214.161,168.504
4/11/2018,Keto MCT Oil,1.00 tbsp (15 mL),100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,14,,,,,,,,,,,,,,2141.61,214.161,168.504
4/11/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49,2141.61,214.161,168.504
4/11/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29,2141.61,214.161,168.504
4/11/2018,"Almonds, Dry Roasted, Salted",0.94 FDA Serving Size,169.53,0,0,0.68,0.02,0.34,1.03,0.09,0.04,0,15.59,0.28,0,0,6.78,0,75.98,0.31,1.06,79.1,0.63,133.53,202.13,0.57,141.18,0.94,5.96,3.09,0.21,1.38,2.87,14.89,0,9.38,0,3.67,3.67,1.16,0,0.06,0.15,0.21,0.41,0.16,0.04,0.32,5.94,0.17,0.06,0.13,0.24,2141.61,214.161,168.504
4/11/2018,Corned beef brisket,"0.90 cup, cut pieces",303.71,0,0,72.35,0.03,0.21,3.67,0.51,0.28,1.97,7.26,0,0,4.84,0.19,1.82,9.68,0.19,2.25,14.52,0.03,151.25,175.45,39.69,1177.33,5.54,0.57,0,0,0,0.57,22.97,118.58,11.16,0.14,0.65,0.81,7.67,1.04,0.28,0.7,1,1.75,1.86,0.57,0.87,21.99,0.88,0.14,0.7,1.09,2141.61,214.161,168.504
4/11/2018,Corned beef brisket,0.86 cup,529.61,0,0,126.16,0.05,0.36,6.39,0.89,0.49,3.44,12.66,0,0,8.44,0.34,3.17,16.88,0.32,3.92,25.32,0.05,263.75,305.95,69.21,2053.03,9.66,0.99,0,0,0,0.99,40.05,206.78,19.45,0.24,1.14,1.41,13.38,1.81,0.49,1.22,1.74,3.05,3.24,1,1.51,38.34,1.53,0.25,1.22,1.9,2141.61,214.161,168.504
4/11/2018,"Broccoli, Cooked From Fresh","1.88 large - stalk - 11"" to 12"" long",183.75,0,0,468.56,0.33,0.65,2.9,3.23,1.05,0,567,8127,340.73,0,10.6,740.25,210,0.32,3.52,110.25,1.02,351.75,1538.25,8.4,215.25,2.36,37.7,17.32,0,7.3,20.37,2.15,0,0.21,0.62,0.27,0.89,0.41,0,0.16,0.33,0.48,0.77,0.81,0.23,0.61,12.5,0.5,0.18,0.31,0.72,2141.61,214.161,168.504
4/11/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08,2141.61,214.161,168.504
4/11/2018,"Zucchini, Raw",1.00 medium,33.32,0,0,185.79,0.09,0.18,0.88,0.4,0.32,0,47.04,392,35.08,0,0.24,8.43,31.36,0.1,0.73,35.28,0.35,74.48,511.56,0.39,15.68,0.63,6.1,1.96,0,4.9,4.14,0.63,0,0.02,0.12,0.06,0.18,0.16,0,0.02,0.05,0.09,0.14,0.13,0.04,0.08,2.37,0.06,0.02,0.06,0.11,2141.61,214.161,168.504
4/12/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2062.44,206.244,168.319
4/12/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2062.44,206.244,168.319
4/12/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.44,206.244,168.319
4/12/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.44,206.244,168.319
4/12/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.44,206.244,168.319
4/12/2018,Keto MCT Oil,1.00 tbsp (15 mL),100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,14,,,,,,,,,,,,,,2062.44,206.244,168.319
4/12/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49,2062.44,206.244,168.319
4/12/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,,2062.44,206.244,168.319
4/12/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29,2062.44,206.244,168.319
4/12/2018,Corned beef brisket,1.02 cup,627.5,0,0,149.48,0.07,0.43,7.58,1.05,0.58,4.08,15,0,0,10,0.4,3.75,20,0.39,4.65,30,0.06,312.5,362.5,82,2432.5,11.45,1.18,0,0,0,1.18,47.45,245,23.05,0.29,1.35,1.68,15.85,2.15,0.59,1.45,2.07,3.61,3.84,1.18,1.8,45.43,1.82,0.3,1.45,2.25,2062.44,206.244,168.319
4/12/2018,Walnuts,"1.10 Serving (6 tbsp, ground)",215.82,0,0,1.34,0.11,0.05,0.37,0.19,0.18,0,32.34,6.6,0.43,0,0.23,0.89,32.34,0.52,0.96,52.14,1.13,114.18,145.53,1.62,0.66,1.02,4.52,2.21,0.02,0.86,2.31,21.52,0,2.95,3,12.57,15.57,2.02,0,0.07,0.13,0.21,0.39,0.14,0.08,0.23,5.03,0.2,0.06,0.13,0.25,2062.44,206.244,168.319
4/12/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08,2062.44,206.244,168.319
4/12/2018,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53,2062.44,206.244,168.319
4/12/2018,"Zucchini, Raw",0.84 large,45.9,0,0,255.93,0.12,0.25,1.22,0.55,0.44,0,64.8,540,48.33,0,0.32,11.61,43.2,0.14,1,48.6,0.48,102.6,704.7,0.54,21.6,0.86,8.4,2.7,0,6.75,5.7,0.86,0,0.03,0.16,0.08,0.25,0.23,0,0.03,0.07,0.12,0.19,0.18,0.05,0.12,3.27,0.08,0.03,0.09,0.15,2062.44,206.244,168.319
4/12/2018,"Zucchini, Raw",1.08 small,21.59,0,0,120.38,0.06,0.12,0.57,0.26,0.21,0,30.48,254,22.73,0,0.15,5.46,20.32,0.07,0.47,22.86,0.22,48.26,331.47,0.25,10.16,0.41,3.95,1.27,0,3.18,2.68,0.41,0,0.01,0.08,0.04,0.12,0.11,0,0.02,0.03,0.06,0.09,0.09,0.02,0.05,1.54,0.04,0.01,0.04,0.07,2062.44,206.244,168.319
4/13/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2458.02,245.802,169.615
4/13/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2458.02,245.802,169.615
4/13/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.02,245.802,169.615
4/13/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.02,245.802,169.615
4/13/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.02,245.802,169.615
4/13/2018,MCT Oil,1.00 tbsp,116.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2458.02,245.802,169.615
4/13/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49,2458.02,245.802,169.615
4/13/2018,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53,2458.02,245.802,169.615
4/13/2018,"Broccoli, Cooked from Frozen","1.85 cup, chopped",95.2,0,0,308.45,0.19,0.28,1.56,0.93,0.44,0,190.4,3437.4,136.34,0,3.84,299.54,112.2,0.12,2.07,44.2,0.76,166.6,482.8,2.38,37.4,0.95,18.19,10.2,2.31,5,7.99,0.41,0,0.03,0.14,0.04,0.19,0.06,0,0.07,0.19,0.41,0.49,0.53,0.13,0.32,10.54,0.34,0.11,0.24,0.48,2458.02,245.802,169.615
4/13/2018,"Broccoli, Cooked From Fresh","1.00 medium - stalk - 7 1/2"" to 8"" long",63,0,0,160.65,0.11,0.22,1,1.11,0.36,0,194.4,2786.4,116.82,0,3.64,253.8,72,0.11,1.21,37.8,0.35,120.6,527.4,2.88,73.8,0.81,12.92,5.94,0,2.5,6.98,0.74,0,0.07,0.21,0.09,0.31,0.14,0,0.06,0.11,0.17,0.26,0.28,0.08,0.21,4.28,0.17,0.06,0.11,0.25,2458.02,245.802,169.615
4/13/2018,"Broccoli, Cooked From Fresh","1.00 medium - stalk - 7 1/2"" to 8"" long",63,0,0,160.65,0.11,0.22,1,1.11,0.36,0,194.4,2786.4,116.82,0,3.64,253.8,72,0.11,1.21,37.8,0.35,120.6,527.4,2.88,73.8,0.81,12.92,5.94,0,2.5,6.98,0.74,0,0.07,0.21,0.09,0.31,0.14,0,0.06,0.11,0.17,0.26,0.28,0.08,0.21,4.28,0.17,0.06,0.11,0.25,2458.02,245.802,169.615
4/13/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29,2458.02,245.802,169.615
4/13/2018,"Chicken Wing, Skin Eaten",6.00 medium,548.64,0,0,128.3,0.14,0.33,13.65,1.86,1.21,0.76,19.44,84.24,0,15.12,1.49,0.65,38.88,0.09,1.81,41.04,0.02,317.52,457.92,55.08,211.68,3.54,0,0,0,0,0,36.44,304.56,16.64,0.41,7.16,7.75,10.75,0.18,0.54,1.92,2.52,4.25,4.94,1.34,2.07,51.39,2.3,0.65,1.85,2.66,2458.02,245.802,169.615
4/13/2018,"Zucchini, Raw",1.02 medium,34,0,0,189.58,0.09,0.19,0.9,0.41,0.33,0,48,400,35.8,0,0.24,8.6,32,0.11,0.74,36,0.35,76,522,0.4,16,0.64,6.22,2,0,5,4.22,0.64,0,0.02,0.12,0.06,0.18,0.17,0,0.02,0.05,0.09,0.14,0.13,0.04,0.09,2.42,0.06,0.02,0.06,0.11,2458.02,245.802,169.615
4/13/2018,Beef Fat,0.32 cup,448.8,0,0,12.26,0.02,0.03,1.01,0.15,0.09,0.59,0,0,0,9.9,0,2.05,12.54,0.03,0.71,3.96,0,42.24,65.34,5.48,15.18,0.82,0,0,0,0,0,46.42,62.7,20.1,0.55,1.07,1.76,18.81,2.23,0.09,0.22,0.32,0.56,0.59,0.18,0.28,7.03,0.28,0.05,0.22,0.35,2458.02,245.802,169.615
4/13/2018,Walnuts,"0.73 Serving (6 tbsp, ground)",143.88,0,0,0.9,0.08,0.03,0.25,0.13,0.12,0,21.56,4.4,0.29,0,0.15,0.59,21.56,0.35,0.64,34.76,0.75,76.12,97.02,1.08,0.44,0.68,3.02,1.47,0.01,0.57,1.54,14.35,0,1.97,2,8.38,10.38,1.35,0,0.05,0.09,0.14,0.26,0.09,0.05,0.16,3.35,0.13,0.04,0.09,0.17,2458.02,245.802,169.615
4/13/2018,"Sincerely, Brigitte, Garlic Basil Cheese",1.00 oz,110,,,,,,,,,,,300,0,,,,300,,0,,,,,,170,,1,0,,0,1,8,30,,,,,5,0,,,,,,,,9,,,,,2458.02,245.802,169.615
4/14/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2342.44,234.244,168.991
4/14/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2342.44,234.244,168.991
4/14/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.44,234.244,168.991
4/14/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.44,234.244,168.991
4/14/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.44,234.244,168.991
4/14/2018,"Keto AF, Superfuel, Cinnamon Latte",1.00 one scoop,15,,,,,,,,,,,,,,,,312,,,170,,,,,360,,,,,,,13,,,,,,,,,,,,,,,,,,,,2342.44,234.244,168.991
4/14/2018,Walnuts,"0.57 Serving (6 tbsp, ground)",111.18,0,0,0.69,0.06,0.03,0.19,0.1,0.09,0,16.66,3.4,0.22,0,0.12,0.46,16.66,0.27,0.49,26.86,0.58,58.82,74.97,0.83,0.34,0.53,2.33,1.14,0.01,0.44,1.19,11.09,0,1.52,1.54,6.48,8.02,1.04,0,0.04,0.07,0.11,0.2,0.07,0.04,0.12,2.59,0.1,0.03,0.07,0.13,2342.44,234.244,168.991
4/14/2018,"Almonds, Dry Roasted, Salted",0.43 FDA Serving Size,77.74,0,0,0.31,0.01,0.16,0.47,0.04,0.02,0,7.15,0.13,0,0,3.11,0,34.84,0.14,0.48,36.27,0.29,61.23,92.69,0.26,64.74,0.43,2.73,1.42,0.09,0.63,1.31,6.83,0,4.3,0,1.68,1.68,0.53,0,0.03,0.07,0.1,0.19,0.07,0.02,0.15,2.72,0.08,0.03,0.06,0.11,2342.44,234.244,168.991
4/14/2018,Corned beef brisket,0.92 cup,569.77,0,0,135.72,0.06,0.39,6.88,0.95,0.52,3.7,13.62,0,0,9.08,0.36,3.41,18.16,0.35,4.22,27.24,0.05,283.75,329.15,74.46,2208.71,10.4,1.07,0,0,0,1.07,43.08,222.46,20.93,0.26,1.23,1.52,14.39,1.95,0.53,1.32,1.88,3.28,3.49,1.07,1.63,41.25,1.65,0.27,1.31,2.05,2342.44,234.244,168.991
4/14/2018,"Sincerely, Brigitte, Garlic Basil Cheese",70.00 g,275,,,,,,,,,,,750,0,,,,750,,0,,,,,,425,,2.5,0,,0,2.5,20,75,,,,,12.5,0,,,,,,,,22.5,,,,,2342.44,234.244,168.991
4/14/2018,"Pork chops, loin, fresh, visible fat eaten",0.91 chop,199.08,0,0,45.29,0.48,0.23,3.98,0.42,0.29,0.44,6.32,7.11,0.32,33.97,0.34,0.06,4.74,0.01,0.73,17.38,0.01,169.06,273.34,31.84,37.92,2.09,0,0,0,0,0,11.97,63.99,5.28,0.01,0.95,1.03,4.23,0.02,0.27,0.85,1,1.71,1.92,0.56,0.85,21.32,0.97,0.27,0.74,1.16,2342.44,234.244,168.991
4/14/2018,"Pork chops, loin, fresh, visible fat eaten","1.05 cup, cut pieces",355.32,0,0,80.84,0.85,0.41,7.11,0.75,0.51,0.79,11.28,12.69,0.56,60.63,0.61,0.1,8.46,0.02,1.31,31.02,0.01,301.74,487.86,56.82,67.68,3.72,0,0,0,0,0,21.36,114.21,9.42,0.02,1.69,1.83,7.54,0.04,0.49,1.52,1.78,3.05,3.42,1.01,1.52,38.06,1.74,0.48,1.33,2.06,2342.44,234.244,168.991
4/14/2018,"Almonds, Dry Roasted, Salted","1.48 tbsp, chopped",71.76,0,0,0.29,0.01,0.14,0.44,0.04,0.02,0,6.6,0.12,0,0,2.87,0,32.16,0.13,0.45,33.48,0.27,56.52,85.56,0.24,59.76,0.4,2.52,1.31,0.09,0.58,1.21,6.3,0,3.97,0,1.55,1.55,0.49,0,0.03,0.06,0.09,0.18,0.07,0.02,0.13,2.52,0.07,0.03,0.05,0.1,2342.44,234.244,168.991
4/14/2018,Walnuts,"0.60 Serving (6 tbsp, ground)",117.72,0,0,0.73,0.06,0.03,0.2,0.1,0.1,0,17.64,3.6,0.23,0,0.13,0.49,17.64,0.29,0.52,28.44,0.61,62.28,79.38,0.88,0.36,0.56,2.47,1.21,0.01,0.47,1.26,11.74,0,1.61,1.63,6.86,8.49,1.1,0,0.04,0.07,0.11,0.21,0.08,0.04,0.13,2.74,0.11,0.03,0.07,0.14,2342.44,234.244,168.991
4/14/2018,"Zucchini, Raw",1.16 large,63.92,0,0,356.41,0.17,0.35,1.7,0.77,0.61,0,90.24,752,67.3,0,0.45,16.17,60.16,0.2,1.39,67.68,0.67,142.88,981.36,0.75,30.08,1.2,11.69,3.76,0,9.4,7.93,1.2,0,0.04,0.23,0.11,0.34,0.32,0,0.05,0.1,0.17,0.27,0.25,0.07,0.16,4.55,0.11,0.04,0.12,0.2,2342.44,234.244,168.991
4/14/2018,"Zucchini, Raw",0.89 large,48.79,0,0,272.05,0.13,0.27,1.29,0.59,0.47,0,68.88,574,51.37,0,0.34,12.34,45.92,0.15,1.06,51.66,0.51,109.06,749.07,0.57,22.96,0.92,8.93,2.87,0,7.18,6.06,0.92,0,0.03,0.18,0.09,0.26,0.24,0,0.03,0.07,0.13,0.2,0.19,0.05,0.12,3.47,0.08,0.03,0.09,0.15,2342.44,234.244,168.991
4/14/2018,"Broccoli, Raw",0.94 stalk,48.28,0,0,126.81,0.1,0.17,0.91,0.81,0.25,0,89.46,884.66,126.66,0,2.04,144.84,66.74,0.07,1.04,29.82,0.3,93.72,448.72,3.55,46.86,0.58,9.43,3.69,0,2.41,5.74,0.53,0,0.02,0.03,0.02,0.05,0.06,0,0.04,0.08,0.11,0.18,0.19,0.05,0.17,4,0.12,0.05,0.07,0.18,2342.44,234.244,168.991
4/14/2018,"Broccoli, Raw",1.07 stalk,55.08,0,0,144.67,0.12,0.19,1.04,0.93,0.28,0,102.06,1009.26,144.5,0,2.33,165.24,76.14,0.08,1.18,34.02,0.34,106.92,511.92,4.05,53.46,0.66,10.76,4.21,0,2.75,6.54,0.6,0,0.02,0.03,0.03,0.06,0.06,0,0.05,0.1,0.13,0.21,0.22,0.06,0.19,4.57,0.14,0.05,0.08,0.2,2342.44,234.244,168.991
4/14/2018,"Broccoli, Raw",0.47 bunch,97.92,0,0,257.18,0.2,0.34,1.84,1.65,0.5,0,181.44,1794.24,256.9,0,4.15,293.76,135.36,0.14,2.1,60.48,0.6,190.08,910.08,7.2,95.04,1.18,19.12,7.49,0,4.9,11.64,1.07,0,0.03,0.06,0.05,0.11,0.11,0,0.08,0.17,0.23,0.37,0.39,0.11,0.34,8.12,0.25,0.1,0.14,0.36,2342.44,234.244,168.991
4/14/2018,Walnuts,"0.57 Serving (6 tbsp, ground)",111.18,0,0,0.69,0.06,0.03,0.19,0.1,0.09,0,16.66,3.4,0.22,0,0.12,0.46,16.66,0.27,0.49,26.86,0.58,58.82,74.97,0.83,0.34,0.53,2.33,1.14,0.01,0.44,1.19,11.09,0,1.52,1.54,6.48,8.02,1.04,0,0.04,0.07,0.11,0.2,0.07,0.04,0.12,2.59,0.1,0.03,0.07,0.13,2342.44,234.244,168.991
4/14/2018,"Almonds, Dry Roasted, Salted",0.50 FDA Serving Size,89.7,0,0,0.36,0.01,0.18,0.55,0.05,0.02,0,8.25,0.15,0,0,3.58,0,40.2,0.16,0.56,41.85,0.33,70.65,106.95,0.3,74.7,0.5,3.15,1.64,0.11,0.73,1.52,7.88,0,4.96,0,1.94,1.94,0.61,0,0.03,0.08,0.11,0.22,0.08,0.02,0.17,3.14,0.09,0.03,0.07,0.13,2342.44,234.244,168.991
4/15/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2152.05,215.205,168.786
4/15/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2152.05,215.205,168.786
