Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
5/24/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2018,"Broccoli, Raw",1.00 stalk,51.34,0,0,134.84,0.11,0.18,0.96,0.87,0.26,0,95.13,940.73,134.69,0,2.17,154.02,70.97,0.07,1.1,31.71,0.32,99.66,477.16,3.78,49.83,0.62,10.03,3.93,0,2.57,6.1,0.56,0,0.02,0.03,0.03,0.06,0.06,0,0.04,0.09,0.12,0.19,0.2,0.06,0.18,4.26,0.13,0.05,0.08,0.19
5/24/2018,"Tyson, Shoulder Butt, Pork",338.00 g,633.75,,,,,,,,,,,0,0,,,,0,,3.26,,,,,,211.25,,0,0,,0,0,42.25,211.25,,,,,15.09,0,,,,,,,,60.36,,,,
5/24/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/24/2018,"Simms, Snack Sticks, Turkey Sausage",3.00 stick,135,,,,,,,,,,,0,0,,,,60,,1.08,,,,,,480,,1.5,0,,0,1.5,9,45,,,,,3,0,,,,,,,,12,,,,
5/24/2018,"Tyson, Shoulder Butt, Pork",328.00 g,615,,,,,,,,,,,0,0,,,,0,,3.16,,,,,,205,,0,0,,0,0,41,205,,,,,14.64,0,,,,,,,,58.57,,,,
5/24/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/24/2018,"Simms, Snack Sticks, Turkey Sausage",2.00 stick,90,,,,,,,,,,,0,0,,,,40,,0.72,,,,,,320,,1,0,,0,1,6,30,,,,,2,0,,,,,,,,8,,,,
5/24/2018,"Sincerely, Brigitte, Garlic Basil Cheese",35.00 g,137.5,,,,,,,,,,,375,0,,,,375,,0,,,,,,212.5,,1.25,0,,0,1.25,10,37.5,,,,,6.25,0,,,,,,,,11.25,,,,
5/24/2018,"Zucchini, Raw",1.15 medium,38.25,0,0,213.28,0.1,0.21,1.01,0.46,0.37,0,54,450,40.28,0,0.27,9.68,36,0.12,0.83,40.5,0.4,85.5,587.25,0.45,18,0.72,7,2.25,0,5.63,4.75,0.72,0,0.02,0.14,0.07,0.2,0.19,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.72,0.07,0.02,0.07,0.12
5/24/2018,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53
5/24/2018,Trader Joe's Kimchi,1.00 Serving,20,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,2,4,0,,,,,,,,,,,,,,,0,,,,
5/24/2018,"Specially Selected, Blue Cheese Stuffed Queen Olives",4.00 x 2.0 olives,150,,,,,,,,,,,,,0,,,120,,0,,,,0,,1020,,3,0,,0,3,12,0,4,,,0,0,0,,,,,,,,0,,,,
5/24/2018,"Pecans, Raw",1.00 FDA Serving Size,207.3,0,0,1.06,0.2,0.04,0.35,0.26,0.06,0,6.6,16.8,0.33,0,0.42,1.05,21,0.36,0.76,36.3,1.35,83.1,123,1.14,0,1.36,4.16,2.88,0.14,1.19,1.28,21.59,0,12.24,0.3,6.19,6.48,1.85,0,0.05,0.08,0.1,0.18,0.09,0.05,0.13,2.75,0.09,0.03,0.06,0.12
5/25/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/25/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2018,Lard,1.00 tsp,38.52,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,4.27,4.06,1.93,0.04,0.44,0.48,1.67,0.05,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2018,"Zucchini, Raw",1.20 medium,40.12,0,0,223.7,0.11,0.22,1.06,0.48,0.38,0,56.64,472,42.24,0,0.28,10.15,37.76,0.13,0.87,42.48,0.42,89.68,615.96,0.47,18.88,0.76,7.34,2.36,0,5.9,4.98,0.76,0,0.03,0.14,0.07,0.21,0.2,0,0.03,0.06,0.1,0.17,0.16,0.04,0.1,2.86,0.07,0.02,0.08,0.13
5/25/2018,"Pork Steak, Shoulder, Visible Fat Eaten",1.18 cup,780.1,0,0,166.66,1.85,1.03,11.78,1.93,0.67,2.55,14.5,20.3,2.03,156.6,0.55,0,81.2,0.33,4.21,52.2,0.03,571.3,962.8,99.47,194.3,11.48,0,0,0,0,0,54.69,249.4,23.98,0.09,4.67,5.1,20.21,0.56,0.84,2.59,3.07,5.32,5.99,1.73,2.66,67.02,3.01,0.82,2.28,3.6
5/25/2018,"Michelob, Ultra",3.00 x 12.0 oz,270.19,34.14,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,,,9.01,0,,,,,,,,,,,,,,,2.25,,,,
5/25/2018,"Asparagus, Cooked from Fresh","1.00 cup, cut pieces",39.6,0,0,166.74,0.29,0.25,1.95,0.41,0.14,0,268.21,1810.87,13.86,0,2.7,91.08,41.4,0.3,1.64,25.2,0.28,97.2,403.22,10.98,25.2,1.08,7.4,3.6,0,2.34,3.8,0.4,0,0,0.05,0.14,0.19,0.09,0,0.06,0.1,0.15,0.25,0.2,0.06,0.15,4.32,0.17,0.05,0.1,0.23
5/25/2018,"Pecans, Raw",1.50 FDA Serving Size,310.95,0,0,1.58,0.3,0.06,0.53,0.39,0.09,0,9.9,25.2,0.5,0,0.63,1.58,31.5,0.54,1.14,54.45,2.03,124.65,184.5,1.71,0,2.04,6.24,4.32,0.21,1.79,1.92,32.39,0,18.36,0.44,9.28,9.73,2.78,0,0.07,0.12,0.15,0.27,0.13,0.08,0.19,4.13,0.14,0.04,0.1,0.18
5/25/2018,"Sincerely, Brigitte, Garlic Basil Cheese",58.00 g,227.86,,,,,,,,,,,621.43,0,,,,621.43,,0,,,,,,352.14,,2.07,0,,0,2.07,16.57,62.14,,,,,10.36,0,,,,,,,,18.64,,,,
5/25/2018,"Happy Farms, Colby Jack Cheese Cubes",57.00 g,223.93,,,,,,,,,,,610.71,0,,,,407.14,,0,,,,,,346.07,,1.02,0,,0,1.02,18.32,61.07,,,,,10.18,0,,,,,,,,14.25,,,,
5/25/2018,"Hamburger or Ground Beef, 80% Lean",1.31 cup,720.08,0,0,163.58,0.12,0.48,13.12,1.61,0.93,7.06,19.84,25.51,0,5.67,0.34,4.25,65.2,0.22,7.31,53.86,0.03,507.46,768.27,57.55,189.94,17.69,0,0,0,0,0,45.84,249.48,20.38,0,1.25,1.34,17.46,2.19,0.74,2.32,3.16,5.58,5.93,1.84,2.79,71.58,2.77,0.36,2.2,3.52
5/25/2018,"Zucchini, Raw",1.20 medium,40.12,0,0,223.7,0.11,0.22,1.06,0.48,0.38,0,56.64,472,42.24,0,0.28,10.15,37.76,0.13,0.87,42.48,0.42,89.68,615.96,0.47,18.88,0.76,7.34,2.36,0,5.9,4.98,0.76,0,0.03,0.14,0.07,0.21,0.2,0,0.03,0.06,0.1,0.17,0.16,0.04,0.1,2.86,0.07,0.02,0.08,0.13
5/26/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/26/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2018,"Pecans, Raw","1.01 tbsp, ground",41.46,0,0,0.21,0.04,0.01,0.07,0.05,0.01,0,1.32,3.36,0.07,0,0.08,0.21,4.2,0.07,0.15,7.26,0.27,16.62,24.6,0.23,0,0.27,0.83,0.58,0.03,0.24,0.26,4.32,0,2.45,0.06,1.24,1.3,0.37,0,0.01,0.02,0.02,0.04,0.02,0.01,0.03,0.55,0.02,0.01,0.01,0.02
5/26/2018,"Broccoli, Raw",1.00 stalk,51.34,0,0,134.84,0.11,0.18,0.96,0.87,0.26,0,95.13,940.73,134.69,0,2.17,154.02,70.97,0.07,1.1,31.71,0.32,99.66,477.16,3.78,49.83,0.62,10.03,3.93,0,2.57,6.1,0.56,0,0.02,0.03,0.03,0.06,0.06,0,0.04,0.09,0.12,0.19,0.2,0.06,0.18,4.26,0.13,0.05,0.08,0.19
5/26/2018,Fried Pork Rinds,3.25 bag - each 2 oz,1002.44,0,0,3.32,0.18,0.52,2.85,0.79,0.04,1.18,0,73.71,0.92,0,0.98,0,55.28,0.17,1.62,20.27,0.13,156.63,234.03,75.55,3350.06,1.03,0,0,0,0,0,57.68,175.06,27.24,0.46,6.23,6.71,20.95,0.57,0.97,1.34,2.55,6.12,5.13,0.88,3.57,112.96,3.36,0.22,2.22,4.46
5/26/2018,Colby Jack Cheese,"1.00 cup, grated",434.88,0,0,44.91,0.02,0.43,0.11,0.24,0.09,0.94,20.41,999.6,0,26.08,0.31,2.95,811.36,0.04,0.84,30.05,0.01,510.86,117.93,16.44,682.66,3.44,1.84,0,0,0.58,1.84,35.37,104.33,10.22,0.31,0.75,1.05,22.27,0.87,0.14,0.96,1.7,2.62,2.28,0.72,1.44,27.35,0.97,0.35,1.32,1.83
5/26/2018,Sour Cream,0.37 cup,168.4,0,0,62.14,0.02,0.14,0.08,0.4,0.03,0.18,5.1,380.17,0.77,0,0.32,1.28,85.9,0.02,0.06,8.5,0.01,64.64,106.31,3.15,26.37,0.28,3.94,0,0,2.9,3.94,16.46,50.18,3.91,0.07,0.57,0.68,8.62,0.75,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.08,0.12,0.04,0.13,0.17
5/26/2018,"Hamburger or Ground Beef, 80% Lean",1.57 cup,864.09,0,0,196.29,0.15,0.58,15.74,1.94,1.12,8.47,23.81,30.62,0,6.8,0.41,5.1,78.24,0.27,8.78,64.64,0.03,608.95,921.93,69.06,227.93,21.23,0,0,0,0,0,55.01,299.37,24.46,0,1.5,1.6,20.95,2.63,0.88,2.79,3.8,6.7,7.11,2.21,3.35,85.9,3.32,0.44,2.64,4.22
5/26/2018,"Michelob, Ultra",6.00 x 12.0 oz,540.38,68.28,,,,,,,,,,,,,,,,,,,,,,,,,18.01,,,,18.01,0,,,,,,,,,,,,,,,4.5,,,,
5/26/2018,"Zucchini, Raw",3.00 medium,99.96,0,0,557.37,0.26,0.55,2.65,1.2,0.96,0,141.12,1176,105.25,0,0.71,25.28,94.08,0.31,2.18,105.84,1.04,223.44,1534.68,1.18,47.04,1.88,18.29,5.88,0,14.7,12.41,1.88,0,0.06,0.36,0.18,0.54,0.49,0,0.07,0.15,0.26,0.42,0.39,0.11,0.25,7.11,0.17,0.06,0.19,0.32
5/27/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/27/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2018,"Pecans, Raw","0.48 cup, ground",317.86,0,0,1.62,0.3,0.06,0.54,0.4,0.1,0,10.12,25.76,0.51,0,0.64,1.61,32.2,0.55,1.16,55.66,2.07,127.42,188.6,1.75,0,2.08,6.38,4.42,0.21,1.83,1.96,33.11,0,18.77,0.45,9.49,9.94,2.84,0,0.07,0.12,0.15,0.28,0.13,0.08,0.2,4.22,0.14,0.04,0.1,0.19
5/27/2018,"Pork Steak, Shoulder, Visible Fat Eaten",1.12 steak,511.1,0,0,109.19,1.21,0.67,7.72,1.26,0.44,1.67,9.5,13.3,1.33,102.6,0.36,0,53.2,0.22,2.76,34.2,0.02,374.3,630.8,65.17,127.3,7.52,0,0,0,0,0,35.83,163.4,15.71,0.06,3.06,3.34,13.24,0.37,0.55,1.7,2.01,3.49,3.92,1.14,1.74,43.91,1.97,0.54,1.49,2.36
5/27/2018,"Broccoli, Raw",2.00 stalk,102.68,0,0,269.69,0.21,0.35,1.93,1.73,0.53,0,190.26,1881.46,269.38,0,4.35,308.04,141.94,0.15,2.2,63.42,0.63,199.32,954.32,7.55,99.66,1.24,20.05,7.85,0,5.13,12.2,1.12,0,0.03,0.06,0.05,0.11,0.12,0,0.08,0.18,0.24,0.39,0.41,0.11,0.35,8.52,0.27,0.1,0.15,0.38
5/27/2018,"Happy Farms, Colby Jack Cheese Cubes",35.00 g,137.5,,,,,,,,,,,375,0,,,,250,,0,,,,,,212.5,,0.63,0,,0,0.63,11.25,37.5,,,,,6.25,0,,,,,,,,8.75,,,,
5/27/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/27/2018,"Simms, Snack Sticks, Turkey Sausage",2.00 stick,90,,,,,,,,,,,0,0,,,,40,,0.72,,,,,,320,,1,0,,0,1,6,30,,,,,2,0,,,,,,,,8,,,,
5/27/2018,"Michelob, Ultra",3.00 x 12.0 oz,270.19,34.14,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,,,9.01,0,,,,,,,,,,,,,,,2.25,,,,
5/27/2018,"Zucchini, Raw",1.00 small,20.06,0,0,111.85,0.05,0.11,0.53,0.24,0.19,0,28.32,236,21.12,0,0.14,5.07,18.88,0.06,0.44,21.24,0.21,44.84,307.98,0.24,9.44,0.38,3.67,1.18,0,2.95,2.49,0.38,0,0.01,0.07,0.04,0.11,0.1,0,0.01,0.03,0.05,0.08,0.08,0.02,0.05,1.43,0.03,0.01,0.04,0.06
5/27/2018,"Simply Nature, Baby Spinach & Arugula Mix",5.00 oz,33.35,,,,,,,,,,200.11,8338.1,30.02,,,413.57,166.76,,3,,1,,650.37,,75.04,,5,3.34,,1.67,1.67,0,0,,,,,0,0,,,,,,,,3.34,,,,
5/27/2018,"Sargento Foods Inc, Light String Cheese",1.00 PIECE,49.98,,,,,,,,,,,199.92,0,,,,149.94,,0,,,99.96,19.95,,160.02,,1,0,,0,1,2.5,10.08,,,,,1.5,0,,,,,,,,6,,,,
5/27/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/27/2018,"Macadamia Nuts, Roasted, Salted",1.03 FDA Serving Size,221.96,0,0,0.5,0.22,0.03,0.7,0.19,0.11,0,3.1,0,0.22,0,0.18,0,21.7,0.18,0.82,36.58,0.94,61.38,112.53,3.63,109.43,0.4,3.98,2.48,0.33,1.28,1.5,23.58,0,18.38,0.06,0.4,0.46,3.7,0,0,0.06,0.1,0.18,0.01,0.01,0.2,2.41,0.11,0.02,0.16,0.11
5/28/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/28/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2018,Trader Joe's Uncured Apple Smoked Bacon,222.00 g,1332,,,,,,,,,,,0,0,,,,0,,0,,,,,,3552,,0,0,,0,0,103.6,222,,,,,37,,,,,,,,,74,,,,
5/28/2018,"Cabbage, Green, Cooked","0.50 medium - head - approx 5 3/4"" diameter",100.28,0,0,403.61,0.27,0.17,1.08,0.76,0.49,0,130.8,348.8,163.5,0,0.61,473.93,209.28,0.07,0.74,65.4,0.89,143.88,854.56,2.62,34.88,0.87,24.02,8.28,0,12.16,15.74,0.26,0,0.08,0.06,0.04,0.1,0,0,0.05,0.1,0.13,0.18,0.19,0.05,0.14,5.54,0.15,0.05,0.08,0.18
5/28/2018,"Simply Nature, Baby Spinach & Arugula Mix",5.00 oz,33.35,,,,,,,,,,200.11,8338.1,30.02,,,413.57,166.76,,3,,1,,650.37,,75.04,,5,3.34,,1.67,1.67,0,0,,,,,0,0,,,,,,,,3.34,,,,
5/28/2018,"Michelob, Ultra",2.00 x 12.0 oz,180.13,22.76,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,0,,,,,,,,,,,,,,,1.5,,,,
5/28/2018,"Macadamia Nuts, Roasted, Salted",1.17 FDA Serving Size,250.6,0,0,0.56,0.25,0.03,0.8,0.21,0.13,0,3.5,0,0.25,0,0.2,0,24.5,0.2,0.93,41.3,1.06,69.3,127.05,4.1,123.55,0.45,4.49,2.8,0.37,1.45,1.69,26.63,0,20.75,0.07,0.46,0.52,4.18,0,0,0.07,0.11,0.21,0.01,0.01,0.23,2.73,0.13,0.02,0.18,0.12
5/28/2018,MCT Oil,0.50 tbsp,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2018,"Zucchini, Raw",1.00 medium,33.32,0,0,185.79,0.09,0.18,0.88,0.4,0.32,0,47.04,392,35.08,0,0.24,8.43,31.36,0.1,0.73,35.28,0.35,74.48,511.56,0.39,15.68,0.63,6.1,1.96,0,4.9,4.14,0.63,0,0.02,0.12,0.06,0.18,0.16,0,0.02,0.05,0.09,0.14,0.13,0.04,0.08,2.37,0.06,0.02,0.06,0.11
5/28/2018,"Peanuts, Raw",1.42 FDA Serving Size,241.11,0,0,2.76,0.27,0.06,5.13,0.75,0.15,0,102.06,0,0,0,3.54,0,39.12,0.49,1.95,71.44,0.82,159.89,299.8,3.06,7.65,1.39,6.86,3.61,1.47,2.01,3.24,20.94,0,10.39,0,6.61,6.62,2.67,0,0.14,0.28,0.39,0.71,0.39,0.13,0.59,10.97,0.38,0.11,0.45,0.46
5/28/2018,Five Guys Little Bacon Cheeseburger Bunlss,1.00 Serving,382,,,,,,,,,,,,,,,,,,,,,,,,310,,0,,,,0,24,,,,,,11,,,,,,,,,20,,,,
5/28/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/29/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/29/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2018,Daily Salt,1.00 full recipe,0,,,,,,,,,,,,,,,,,,,,,,1400,,3439.97,,0,,,,0,0,,,,,,,,,,,,,,,0,,,,
5/29/2018,"Pork chops, loin, fresh, visible fat eaten",1.66 cup,1025.64,0,0,233.33,2.46,1.18,20.53,2.16,1.48,2.28,32.56,36.63,1.63,175.01,1.77,0.28,24.42,0.07,3.79,89.54,0.04,870.98,1408.22,164.02,195.36,10.74,0,0,0,0,0,61.66,329.67,27.19,0.05,4.88,5.29,21.77,0.11,1.4,4.39,5.14,8.82,9.88,2.91,4.38,109.85,5.01,1.4,3.83,5.96
5/29/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/29/2018,"Macadamia Nuts, Roasted, Salted",1.00 FDA Serving Size,214.8,0,0,0.48,0.21,0.03,0.68,0.18,0.11,0,3,0,0.21,0,0.17,0,21,0.17,0.79,35.4,0.91,59.4,108.9,3.51,105.9,0.39,3.85,2.4,0.32,1.24,1.45,22.82,0,17.78,0.06,0.39,0.45,3.58,0,0,0.06,0.09,0.18,0.01,0.01,0.2,2.34,0.11,0.02,0.15,0.11
5/29/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/29/2018,"Pork Steak, Shoulder, Visible Fat Eaten",1.18 steak,538,0,0,114.94,1.28,0.71,8.12,1.33,0.46,1.76,10,14,1.4,108,0.38,0,56,0.23,2.9,36,0.02,394,664,68.6,134,7.92,0,0,0,0,0,37.72,172,16.54,0.06,3.22,3.52,13.94,0.39,0.58,1.79,2.12,3.67,4.13,1.2,1.83,46.22,2.08,0.57,1.57,2.48
5/29/2018,"Asparagus, Cooked from Fresh","2.52 cup, cut pieces",99.79,0,0,420.16,0.73,0.63,4.92,1.02,0.36,0,675.85,4563.14,34.93,0,6.8,229.52,104.33,0.75,4.13,63.5,0.7,244.94,1016.05,27.67,63.5,2.72,18.64,9.07,0,5.9,9.57,1,0,0,0.13,0.34,0.48,0.22,0,0.15,0.24,0.37,0.64,0.51,0.15,0.37,10.89,0.42,0.13,0.26,0.57
5/29/2018,Lard,1.00 tsp,38.52,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,4.27,4.06,1.93,0.04,0.44,0.48,1.67,0.05,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2018,"Specially Selected, Blue Cheese Stuffed Queen Olives",4.00 x 2.0 olives,150,,,,,,,,,,,,,0,,,120,,0,,,,0,,1020,,3,0,,0,3,12,0,4,,,0,0,0,,,,,,,,0,,,,
